src,dst,l_A,l_B,l_e,timestamp
82,168,type1,type2,edge1,2005-01-15 23:25:50
15,17,type1,type1,edge2,2005-01-15 23:34:58
73,17,type1,type1,edge3,2005-01-15 23:37:44
90,284,type1,type2,edge2,2005-01-15 23:41:36
22,21,type1,type1,edge2,2005-01-15 23:43:10
90,162,type1,type2,edge1,2005-01-15 23:43:45
90,242,type1,type2,edge1,2005-01-15 23:45:23
101,90,type2,type1,edge4,2005-01-15 23:51:40
50,43,type1,type1,edge1,2005-01-15 23:53:35
78,170,type1,type2,edge1,2005-01-15 23:56:25
78,169,type1,type2,edge2,2005-01-15 23:56:52
57,84,type1,type1,edge1,2005-01-15 23:58:49
43,50,type1,type1,edge1,2005-01-16 00:00:55
54,73,type1,type1,edge1,2005-01-16 00:02:08
43,16,type1,type1,edge2,2005-01-16 00:03:11
13,174,type1,type2,edge1,2005-01-16 00:03:29
18,136,type1,type2,edge1,2005-01-16 00:05:37
43,201,type1,type2,edge1,2005-01-16 00:09:51
43,5,type1,type1,edge2,2005-01-16 00:11:34
16,43,type1,type1,edge2,2005-01-16 00:16:10
105,90,type2,type1,edge4,2005-01-16 00:17:36
75,97,type1,type1,edge1,2005-01-16 00:18:14
97,75,type1,type1,edge1,2005-01-16 00:19:13
97,75,type1,type1,edge1,2005-01-16 00:20:31
43,16,type1,type1,edge1,2005-01-16 00:23:20
90,101,type1,type2,edge2,2005-01-16 00:29:38
90,198,type1,type2,edge2,2005-01-16 00:32:04
22,8,type1,type1,edge1,2005-01-16 00:37:44
185,78,type2,type1,edge2,2005-01-16 00:51:56
13,45,type1,type1,edge2,2005-01-16 01:01:34
75,97,type1,type1,edge1,2005-01-16 01:03:07
29,32,type1,type1,edge2,2005-01-16 01:03:57
97,75,type1,type1,edge1,2005-01-16 01:04:05
73,54,type1,type1,edge2,2005-01-16 01:04:35
65,52,type1,type1,edge1,2005-01-16 01:09:14
48,81,type1,type1,edge3,2005-01-16 01:09:18
22,64,type1,type1,edge2,2005-01-16 01:15:20
13,45,type1,type1,edge1,2005-01-16 01:16:17
29,14,type1,type1,edge1,2005-01-16 01:24:35
94,24,type1,type1,edge2,2005-01-16 01:27:07
18,22,type1,type1,edge2,2005-01-16 01:28:14
73,54,type1,type1,edge1,2005-01-16 01:30:02
73,54,type1,type1,edge1,2005-01-16 01:31:15
73,54,type1,type1,edge2,2005-01-16 01:31:48
60,16,type1,type1,edge1,2005-01-16 01:35:51
60,138,type1,type2,edge1,2005-01-16 01:36:41
60,272,type1,type2,edge1,2005-01-16 01:38:32
7,3,type1,type1,edge4,2005-01-16 01:38:40
60,5,type1,type1,edge2,2005-01-16 01:40:07
54,73,type1,type1,edge2,2005-01-16 01:40:31
60,16,type1,type1,edge1,2005-01-16 01:41:57
65,12,type1,type1,edge1,2005-01-16 01:43:40
22,37,type1,type1,edge1,2005-01-16 01:46:12
54,73,type1,type1,edge1,2005-01-16 01:47:21
89,366,type1,type2,edge1,2005-01-16 01:49:18
65,57,type1,type1,edge1,2005-01-16 01:49:39
13,45,type1,type1,edge2,2005-01-16 01:56:30
16,60,type1,type1,edge1,2005-01-16 01:59:51
89,363,type1,type2,edge1,2005-01-16 02:02:09
87,75,type1,type1,edge2,2005-01-16 02:03:28
101,90,type2,type1,edge1,2005-01-16 02:05:53
65,151,type1,type2,edge2,2005-01-16 02:08:34
22,21,type1,type1,edge4,2005-01-16 02:08:42
89,363,type1,type2,edge1,2005-01-16 02:10:18
37,22,type1,type1,edge1,2005-01-16 02:16:22
38,63,type1,type1,edge1,2005-01-16 02:25:30
22,37,type1,type1,edge1,2005-01-16 02:29:20
89,372,type1,type2,edge1,2005-01-16 02:34:49
124,72,type2,type1,edge1,2005-01-16 02:35:43
37,22,type1,type1,edge2,2005-01-16 02:36:11
41,3,type1,type1,edge1,2005-01-16 02:36:19
74,13,type1,type1,edge1,2005-01-16 02:36:33
272,60,type2,type1,edge4,2005-01-16 02:41:26
22,21,type1,type1,edge1,2005-01-16 02:44:39
120,29,type2,type1,edge2,2005-01-16 02:44:49
22,37,type1,type1,edge3,2005-01-16 02:45:09
38,35,type1,type1,edge1,2005-01-16 02:45:13
24,13,type1,type1,edge1,2005-01-16 02:46:52
24,13,type1,type1,edge1,2005-01-16 02:47:27
89,349,type1,type2,edge1,2005-01-16 03:04:11
89,362,type1,type2,edge1,2005-01-16 03:12:14
80,16,type1,type1,edge3,2005-01-16 03:13:42
29,95,type1,type1,edge1,2005-01-16 03:17:37
29,95,type1,type1,edge1,2005-01-16 03:18:00
29,95,type1,type1,edge1,2005-01-16 03:18:36
89,372,type1,type2,edge1,2005-01-16 03:18:51
29,9,type1,type1,edge2,2005-01-16 03:19:00
17,41,type1,type1,edge1,2005-01-16 03:22:06
349,89,type2,type1,edge1,2005-01-16 03:23:01
60,4,type1,type1,edge1,2005-01-16 03:25:08
60,103,type1,type2,edge2,2005-01-16 03:25:46
78,153,type1,type2,edge1,2005-01-16 03:26:21
349,89,type2,type1,edge1,2005-01-16 03:41:14
89,349,type1,type2,edge1,2005-01-16 03:41:54
22,71,type1,type1,edge4,2005-01-16 03:46:28
32,38,type1,type1,edge1,2005-01-16 03:56:36
184,34,type2,type1,edge3,2005-01-16 03:59:58
54,73,type1,type1,edge1,2005-01-16 04:19:30
89,383,type1,type2,edge2,2005-01-16 04:19:37
37,5,type1,type1,edge1,2005-01-16 04:23:13
37,51,type1,type1,edge4,2005-01-16 04:28:31
96,16,type1,type1,edge2,2005-01-16 04:29:21
34,184,type1,type2,edge1,2005-01-16 04:36:17
96,31,type1,type1,edge1,2005-01-16 04:50:45
96,27,type1,type1,edge1,2005-01-16 04:51:35
89,1,type1,type1,edge1,2005-01-16 04:54:16
89,383,type1,type2,edge1,2005-01-16 04:55:48
383,89,type2,type1,edge1,2005-01-16 05:09:30
89,383,type1,type2,edge1,2005-01-16 05:10:15
89,383,type1,type2,edge1,2005-01-16 05:12:24
96,35,type1,type1,edge1,2005-01-16 05:21:23
39,358,type1,type2,edge2,2005-01-16 05:29:27
60,16,type1,type1,edge2,2005-01-16 05:32:34
41,3,type1,type1,edge1,2005-01-16 05:57:46
39,358,type1,type2,edge4,2005-01-16 06:07:09
80,86,type1,type1,edge2,2005-01-16 06:09:02
65,8,type1,type1,edge2,2005-01-16 06:33:04
151,65,type2,type1,edge1,2005-01-16 06:40:36
8,65,type1,type1,edge4,2005-01-16 06:41:13
80,86,type1,type1,edge2,2005-01-16 07:04:10
86,2,type1,type1,edge1,2005-01-16 07:08:40
80,86,type1,type1,edge2,2005-01-16 07:22:07
16,46,type1,type1,edge1,2005-01-16 07:25:51
29,9,type1,type1,edge2,2005-01-16 07:34:34
22,21,type1,type1,edge1,2005-01-16 07:35:43
22,21,type1,type1,edge1,2005-01-16 07:36:14
29,95,type1,type1,edge1,2005-01-16 07:38:23
50,52,type1,type1,edge4,2005-01-16 08:15:16
76,14,type1,type1,edge4,2005-01-16 08:29:51
13,5,type1,type1,edge1,2005-01-16 08:30:55
13,5,type1,type1,edge1,2005-01-16 08:31:02
13,5,type1,type1,edge3,2005-01-16 08:31:35
72,119,type1,type2,edge1,2005-01-16 08:34:24
151,65,type2,type1,edge1,2005-01-16 08:50:42
5,13,type1,type1,edge3,2005-01-16 08:59:58
64,22,type1,type1,edge1,2005-01-16 09:04:34
89,363,type1,type2,edge2,2005-01-16 09:08:00
84,86,type1,type1,edge3,2005-01-16 09:14:16
94,24,type1,type1,edge2,2005-01-16 09:37:00
24,94,type1,type1,edge1,2005-01-16 09:39:57
86,6,type1,type1,edge2,2005-01-16 09:48:32
94,24,type1,type1,edge1,2005-01-16 10:07:21
124,72,type2,type1,edge1,2005-01-16 10:44:35
76,14,type1,type1,edge2,2005-01-16 12:18:14
7,77,type1,type1,edge1,2005-01-16 12:41:33
22,21,type1,type1,edge1,2005-01-16 12:49:11
14,52,type1,type1,edge2,2005-01-16 13:07:22
26,13,type1,type1,edge1,2005-01-16 13:38:03
26,13,type1,type1,edge2,2005-01-16 13:40:30
14,15,type1,type1,edge1,2005-01-16 13:47:56
14,15,type1,type1,edge2,2005-01-16 13:48:35
15,14,type1,type1,edge4,2005-01-16 13:49:54
16,96,type1,type1,edge1,2005-01-16 13:52:02
16,96,type1,type1,edge1,2005-01-16 14:25:24
72,80,type1,type1,edge4,2005-01-16 14:33:33
36,77,type1,type1,edge3,2005-01-16 14:43:51
78,73,type1,type1,edge2,2005-01-16 14:46:55
14,76,type1,type1,edge2,2005-01-16 14:49:18
77,63,type1,type1,edge2,2005-01-16 15:01:44
95,7,type1,type1,edge2,2005-01-16 15:09:14
95,7,type1,type1,edge2,2005-01-16 15:22:45
73,19,type1,type1,edge3,2005-01-16 15:22:49
70,58,type1,type1,edge1,2005-01-16 15:29:12
95,3,type1,type1,edge1,2005-01-16 15:31:27
58,70,type1,type1,edge1,2005-01-16 15:33:21
3,95,type1,type1,edge2,2005-01-16 15:34:41
21,10,type1,type1,edge2,2005-01-16 15:35:01
30,235,type1,type2,edge2,2005-01-16 15:56:24
73,78,type1,type1,edge1,2005-01-16 16:31:20
10,14,type1,type1,edge2,2005-01-16 16:33:08
91,3,type1,type1,edge1,2005-01-16 16:47:22
52,14,type1,type1,edge4,2005-01-16 16:49:35
3,91,type1,type1,edge1,2005-01-16 16:49:48
13,26,type1,type1,edge2,2005-01-16 16:52:52
77,63,type1,type1,edge1,2005-01-16 16:54:59
77,105,type1,type2,edge4,2005-01-16 16:55:53
8,65,type1,type1,edge1,2005-01-16 17:05:23
51,23,type1,type1,edge1,2005-01-16 17:13:31
51,23,type1,type1,edge1,2005-01-16 17:16:04
7,91,type1,type1,edge2,2005-01-16 17:29:55
51,52,type1,type1,edge1,2005-01-16 17:31:28
29,95,type1,type1,edge1,2005-01-16 17:39:01
13,190,type1,type2,edge1,2005-01-16 17:52:43
13,190,type1,type2,edge1,2005-01-16 17:53:54
91,7,type1,type1,edge2,2005-01-16 17:57:43
91,7,type1,type1,edge1,2005-01-16 18:00:55
17,79,type1,type1,edge1,2005-01-16 18:06:08
6,70,type1,type1,edge1,2005-01-16 18:07:22
74,13,type1,type1,edge1,2005-01-16 18:30:45
13,202,type1,type2,edge4,2005-01-16 18:30:50
64,22,type1,type1,edge2,2005-01-16 18:52:12
60,103,type1,type2,edge2,2005-01-16 18:55:41
29,14,type1,type1,edge1,2005-01-16 18:59:46
60,5,type1,type1,edge2,2005-01-16 19:00:48
29,120,type1,type2,edge1,2005-01-16 19:16:50
64,22,type1,type1,edge1,2005-01-16 19:29:31
18,95,type1,type1,edge2,2005-01-16 19:40:09
70,6,type1,type1,edge1,2005-01-16 19:41:19
29,120,type1,type2,edge1,2005-01-16 19:48:13
162,82,type2,type1,edge1,2005-01-16 19:49:40
29,95,type1,type1,edge1,2005-01-16 19:50:15
70,6,type1,type1,edge1,2005-01-16 19:54:52
70,5,type1,type1,edge1,2005-01-16 19:56:07
35,29,type1,type1,edge1,2005-01-16 19:56:56
70,31,type1,type1,edge1,2005-01-16 19:59:38
89,65,type1,type1,edge2,2005-01-16 20:00:36
70,9,type1,type1,edge3,2005-01-16 20:00:45
39,218,type1,type2,edge2,2005-01-16 20:02:43
39,218,type1,type2,edge1,2005-01-16 20:05:10
39,218,type1,type2,edge1,2005-01-16 20:06:20
162,82,type2,type1,edge1,2005-01-16 20:07:56
70,38,type1,type1,edge2,2005-01-16 20:08:08
162,82,type2,type1,edge1,2005-01-16 20:12:09
26,28,type1,type1,edge2,2005-01-16 20:13:39
74,52,type1,type1,edge1,2005-01-16 20:20:11
38,7,type1,type1,edge1,2005-01-16 20:28:25
70,70,type1,type1,edge1,2005-01-16 20:33:15
52,74,type1,type1,edge1,2005-01-16 20:33:58
47,2,type1,type1,edge1,2005-01-16 20:37:38
38,35,type1,type1,edge1,2005-01-16 20:37:48
47,2,type1,type1,edge1,2005-01-16 20:38:17
47,9,type1,type1,edge3,2005-01-16 20:39:19
38,41,type1,type1,edge1,2005-01-16 20:39:31
70,70,type1,type1,edge1,2005-01-16 20:40:50
226,88,type2,type1,edge2,2005-01-16 20:42:36
70,70,type1,type1,edge2,2005-01-16 20:43:59
75,49,type1,type1,edge1,2005-01-16 20:45:26
47,9,type1,type1,edge1,2005-01-16 20:46:10
60,16,type1,type1,edge2,2005-01-16 20:46:38
75,54,type1,type1,edge2,2005-01-16 20:46:55
47,9,type1,type1,edge2,2005-01-16 20:47:01
60,16,type1,type1,edge1,2005-01-16 20:47:58
60,64,type1,type1,edge1,2005-01-16 20:48:50
22,37,type1,type1,edge1,2005-01-16 20:49:38
70,70,type1,type1,edge1,2005-01-16 20:51:12
226,88,type2,type1,edge1,2005-01-16 20:52:33
13,171,type1,type2,edge1,2005-01-16 20:54:59
78,246,type1,type2,edge1,2005-01-16 20:56:51
2,86,type1,type1,edge2,2005-01-16 20:57:00
88,226,type1,type2,edge1,2005-01-16 20:58:55
20,19,type1,type1,edge3,2005-01-16 21:04:07
55,38,type1,type1,edge1,2005-01-16 21:05:33
13,174,type1,type2,edge1,2005-01-16 21:07:26
1,43,type1,type1,edge1,2005-01-16 21:08:55
14,52,type1,type1,edge4,2005-01-16 21:09:02
30,436,type1,type2,edge1,2005-01-16 21:09:40
30,436,type1,type2,edge2,2005-01-16 21:10:27
120,29,type2,type1,edge1,2005-01-16 21:14:31
8,68,type1,type1,edge1,2005-01-16 21:25:51
2,17,type1,type1,edge4,2005-01-16 21:36:01
122,72,type2,type1,edge2,2005-01-16 21:49:28
68,8,type1,type1,edge2,2005-01-16 21:54:01
74,11,type1,type1,edge1,2005-01-16 21:54:03
74,11,type1,type1,edge1,2005-01-16 21:54:48
122,72,type2,type1,edge1,2005-01-16 21:56:58
7,3,type1,type1,edge4,2005-01-16 21:57:36
72,124,type1,type2,edge2,2005-01-16 21:57:58
18,104,type1,type2,edge1,2005-01-16 22:01:19
61,33,type1,type1,edge1,2005-01-16 22:03:20
174,13,type2,type1,edge2,2005-01-16 22:06:11
18,93,type1,type1,edge1,2005-01-16 22:07:02
72,124,type1,type2,edge1,2005-01-16 22:13:21
18,104,type1,type2,edge1,2005-01-16 22:13:34
14,69,type1,type1,edge4,2005-01-16 22:13:36
104,18,type2,type1,edge2,2005-01-16 22:18:27
89,379,type1,type2,edge1,2005-01-16 22:28:23
105,13,type2,type1,edge2,2005-01-16 22:34:49
6,70,type1,type1,edge2,2005-01-16 22:40:59
21,38,type1,type1,edge1,2005-01-16 22:42:27
77,75,type1,type1,edge1,2005-01-16 22:44:50
17,8,type1,type1,edge2,2005-01-16 22:49:49
26,11,type1,type1,edge2,2005-01-16 22:50:51
75,77,type1,type1,edge4,2005-01-16 22:52:20
88,173,type1,type2,edge1,2005-01-16 22:53:56
57,88,type1,type1,edge2,2005-01-16 22:54:54
22,37,type1,type1,edge1,2005-01-16 23:19:47
22,16,type1,type1,edge1,2005-01-16 23:21:10
22,10,type1,type1,edge2,2005-01-16 23:21:58
37,22,type1,type1,edge1,2005-01-16 23:23:31
86,55,type1,type1,edge1,2005-01-16 23:23:53
22,37,type1,type1,edge2,2005-01-16 23:24:41
200,13,type2,type1,edge1,2005-01-16 23:27:48
75,77,type1,type1,edge2,2005-01-16 23:36:57
78,155,type1,type2,edge1,2005-01-16 23:38:42
39,365,type1,type2,edge2,2005-01-16 23:43:07
89,379,type1,type2,edge1,2005-01-16 23:45:44
65,8,type1,type1,edge2,2005-01-16 23:46:05
38,63,type1,type1,edge1,2005-01-16 23:47:48
38,21,type1,type1,edge1,2005-01-16 23:48:35
29,9,type1,type1,edge1,2005-01-16 23:50:54
155,78,type2,type1,edge2,2005-01-16 23:54:12
6,70,type1,type1,edge2,2005-01-16 23:55:15
133,29,type2,type1,edge1,2005-01-17 00:01:36
75,49,type1,type1,edge1,2005-01-17 00:07:39
14,73,type1,type1,edge2,2005-01-17 00:08:38
29,133,type1,type2,edge2,2005-01-17 00:08:56
22,92,type1,type1,edge1,2005-01-17 00:20:44
57,71,type1,type1,edge1,2005-01-17 00:20:58
22,5,type1,type1,edge2,2005-01-17 00:22:31
75,77,type1,type1,edge1,2005-01-17 00:23:27
59,1,type1,type1,edge1,2005-01-17 00:23:39
75,77,type1,type1,edge4,2005-01-17 00:23:59
32,38,type1,type1,edge1,2005-01-17 00:29:43
18,104,type1,type2,edge2,2005-01-17 00:34:36
14,73,type1,type1,edge2,2005-01-17 00:42:09
29,133,type1,type2,edge1,2005-01-17 00:46:12
70,57,type1,type1,edge2,2005-01-17 00:47:05
200,13,type2,type1,edge1,2005-01-17 00:47:34
34,184,type1,type2,edge2,2005-01-17 00:54:17
6,70,type1,type1,edge2,2005-01-17 00:54:32
57,87,type1,type1,edge2,2005-01-17 00:57:36
124,72,type2,type1,edge2,2005-01-17 01:02:08
2,73,type1,type1,edge1,2005-01-17 01:02:13
3,6,type1,type1,edge1,2005-01-17 01:02:45
3,5,type1,type1,edge2,2005-01-17 01:03:19
124,72,type2,type1,edge1,2005-01-17 01:08:05
31,70,type1,type1,edge2,2005-01-17 01:12:30
13,161,type1,type2,edge2,2005-01-17 01:15:50
155,78,type2,type1,edge2,2005-01-17 01:24:10
60,9,type1,type1,edge2,2005-01-17 01:24:59
24,13,type1,type1,edge4,2005-01-17 01:28:03
37,22,type1,type1,edge1,2005-01-17 01:28:20
95,4,type1,type1,edge1,2005-01-17 01:28:43
43,5,type1,type1,edge2,2005-01-17 01:29:50
73,2,type1,type1,edge1,2005-01-17 01:31:04
22,37,type1,type1,edge1,2005-01-17 01:31:33
82,162,type1,type2,edge1,2005-01-17 01:44:23
22,37,type1,type1,edge1,2005-01-17 01:46:34
95,29,type1,type1,edge2,2005-01-17 01:51:40
82,162,type1,type2,edge1,2005-01-17 01:57:38
73,2,type1,type1,edge1,2005-01-17 01:59:31
162,82,type2,type1,edge1,2005-01-17 02:00:18
2,73,type1,type1,edge2,2005-01-17 02:00:24
19,22,type1,type1,edge2,2005-01-17 02:09:50
13,5,type1,type1,edge4,2005-01-17 02:12:00
27,57,type1,type1,edge1,2005-01-17 02:16:43
74,13,type1,type1,edge1,2005-01-17 02:26:39
74,11,type1,type1,edge2,2005-01-17 02:27:29
78,164,type1,type2,edge2,2005-01-17 02:27:57
78,155,type1,type2,edge4,2005-01-17 02:30:33
10,22,type1,type1,edge1,2005-01-17 02:33:55
65,15,type1,type1,edge4,2005-01-17 02:37:52
13,8,type1,type1,edge1,2005-01-17 02:40:17
16,46,type1,type1,edge1,2005-01-17 02:49:27
174,78,type2,type1,edge4,2005-01-17 03:09:17
200,13,type2,type1,edge2,2005-01-17 03:12:59
13,171,type1,type2,edge1,2005-01-17 03:15:39
171,13,type2,type1,edge2,2005-01-17 03:16:18
22,16,type1,type1,edge1,2005-01-17 03:18:17
22,16,type1,type1,edge1,2005-01-17 03:19:11
6,70,type1,type1,edge4,2005-01-17 03:26:38
57,14,type1,type1,edge1,2005-01-17 03:29:52
60,245,type1,type2,edge3,2005-01-17 03:32:27
5,37,type1,type1,edge4,2005-01-17 03:33:17
96,81,type1,type1,edge1,2005-01-17 03:34:00
73,2,type1,type1,edge2,2005-01-17 03:45:06
22,92,type1,type1,edge1,2005-01-17 03:48:53
37,5,type1,type1,edge3,2005-01-17 03:57:44
60,16,type1,type1,edge2,2005-01-17 04:04:52
96,81,type1,type1,edge1,2005-01-17 04:05:29
81,96,type1,type1,edge1,2005-01-17 04:11:44
201,43,type2,type1,edge4,2005-01-17 04:21:48
96,103,type1,type2,edge1,2005-01-17 04:27:08
34,205,type1,type2,edge2,2005-01-17 04:27:39
96,111,type1,type2,edge2,2005-01-17 04:28:31
161,13,type2,type1,edge2,2005-01-17 04:31:34
72,17,type1,type1,edge2,2005-01-17 04:39:05
72,102,type1,type2,edge1,2005-01-17 04:41:46
214,13,type2,type1,edge1,2005-01-17 04:41:55
72,119,type1,type2,edge1,2005-01-17 04:43:24
7,3,type1,type1,edge4,2005-01-17 04:43:49
13,182,type1,type2,edge1,2005-01-17 04:44:29
29,9,type1,type1,edge1,2005-01-17 04:52:19
6,70,type1,type1,edge2,2005-01-17 05:53:54
76,3,type1,type1,edge2,2005-01-17 06:02:44
78,227,type1,type2,edge2,2005-01-17 06:06:55
86,2,type1,type1,edge1,2005-01-17 06:13:03
38,29,type1,type1,edge4,2005-01-17 06:17:32
70,6,type1,type1,edge2,2005-01-17 06:25:19
8,13,type1,type1,edge4,2005-01-17 06:55:40
70,6,type1,type1,edge1,2005-01-17 06:56:31
41,3,type1,type1,edge1,2005-01-17 07:04:13
41,3,type1,type1,edge1,2005-01-17 07:05:08
3,41,type1,type1,edge2,2005-01-17 07:08:08
38,6,type1,type1,edge4,2005-01-17 07:18:03
155,78,type2,type1,edge1,2005-01-17 07:25:05
86,39,type1,type1,edge2,2005-01-17 07:26:53
70,6,type1,type1,edge4,2005-01-17 07:29:20
75,46,type1,type1,edge4,2005-01-17 07:29:29
30,43,type1,type1,edge1,2005-01-17 07:35:11
43,30,type1,type1,edge1,2005-01-17 07:50:20
43,251,type1,type2,edge3,2005-01-17 07:50:52
75,72,type1,type1,edge1,2005-01-17 08:04:34
72,75,type1,type1,edge3,2005-01-17 08:04:52
65,8,type1,type1,edge3,2005-01-17 08:06:09
75,31,type1,type1,edge4,2005-01-17 08:13:36
75,55,type1,type1,edge4,2005-01-17 08:26:46
8,65,type1,type1,edge2,2005-01-17 09:15:43
104,18,type2,type1,edge2,2005-01-17 11:54:55
104,18,type2,type1,edge1,2005-01-17 12:42:32
18,104,type1,type2,edge1,2005-01-17 13:09:31
20,15,type1,type1,edge1,2005-01-17 13:19:28
76,14,type1,type1,edge1,2005-01-17 13:29:03
15,20,type1,type1,edge1,2005-01-17 13:42:47
29,95,type1,type1,edge2,2005-01-17 14:12:27
22,92,type1,type1,edge1,2005-01-17 15:53:31
22,21,type1,type1,edge1,2005-01-17 16:05:08
22,64,type1,type1,edge1,2005-01-17 16:06:01
22,64,type1,type1,edge1,2005-01-17 16:13:19
64,22,type1,type1,edge1,2005-01-17 16:21:34
133,29,type2,type1,edge1,2005-01-17 16:24:50
20,31,type1,type1,edge1,2005-01-17 16:28:27
20,31,type1,type1,edge1,2005-01-17 16:35:55
6,70,type1,type1,edge2,2005-01-17 16:45:22
22,37,type1,type1,edge2,2005-01-17 16:47:58
6,70,type1,type1,edge1,2005-01-17 16:49:28
22,9,type1,type1,edge2,2005-01-17 16:52:27
39,348,type1,type2,edge2,2005-01-17 16:53:44
133,29,type2,type1,edge1,2005-01-17 16:57:39
174,13,type2,type1,edge2,2005-01-17 17:00:30
29,86,type1,type1,edge1,2005-01-17 17:00:52
16,22,type1,type1,edge1,2005-01-17 17:04:45
29,95,type1,type1,edge3,2005-01-17 17:04:50
29,95,type1,type1,edge1,2005-01-17 17:13:32
82,184,type1,type2,edge1,2005-01-17 17:15:09
29,95,type1,type1,edge1,2005-01-17 17:16:07
95,29,type1,type1,edge4,2005-01-17 17:17:28
39,348,type1,type2,edge2,2005-01-17 17:18:30
70,14,type1,type1,edge2,2005-01-17 17:20:45
73,34,type1,type1,edge3,2005-01-17 17:21:38
15,17,type1,type1,edge2,2005-01-17 17:25:57
348,39,type2,type1,edge2,2005-01-17 17:30:36
39,348,type1,type2,edge3,2005-01-17 17:36:01
20,15,type1,type1,edge1,2005-01-17 17:58:55
39,348,type1,type2,edge2,2005-01-17 18:08:38
3,28,type1,type1,edge3,2005-01-17 18:16:16
39,348,type1,type2,edge3,2005-01-17 18:37:29
15,20,type1,type1,edge2,2005-01-17 18:37:38
20,42,type1,type1,edge2,2005-01-17 18:40:05
3,3,type1,type1,edge1,2005-01-17 18:55:23
22,92,type1,type1,edge2,2005-01-17 18:58:28
3,28,type1,type1,edge2,2005-01-17 19:12:44
22,64,type1,type1,edge1,2005-01-17 19:13:12
20,4,type1,type1,edge1,2005-01-17 19:45:10
348,39,type2,type1,edge1,2005-01-17 19:45:39
39,348,type1,type2,edge3,2005-01-17 19:49:01
74,14,type1,type1,edge1,2005-01-17 19:51:59
70,70,type1,type1,edge1,2005-01-17 19:53:30
57,28,type1,type1,edge2,2005-01-17 19:54:44
70,70,type1,type1,edge2,2005-01-17 19:59:16
57,84,type1,type1,edge1,2005-01-17 20:00:53
78,170,type1,type2,edge2,2005-01-17 20:06:33
57,11,type1,type1,edge1,2005-01-17 20:09:09
60,251,type1,type2,edge1,2005-01-17 20:11:36
82,185,type1,type2,edge1,2005-01-17 20:13:47
70,70,type1,type1,edge1,2005-01-17 20:36:44
44,38,type1,type1,edge1,2005-01-17 20:41:43
5,43,type1,type1,edge2,2005-01-17 20:49:18
86,39,type1,type1,edge2,2005-01-17 20:50:59
89,65,type1,type1,edge4,2005-01-17 20:52:13
41,6,type1,type1,edge1,2005-01-17 20:53:08
3,3,type1,type1,edge2,2005-01-17 20:53:55
3,3,type1,type1,edge1,2005-01-17 20:59:43
43,5,type1,type1,edge1,2005-01-17 21:00:35
185,82,type2,type1,edge1,2005-01-17 21:02:22
43,5,type1,type1,edge2,2005-01-17 21:03:15
38,44,type1,type1,edge1,2005-01-17 21:10:20
43,5,type1,type1,edge1,2005-01-17 21:13:41
60,16,type1,type1,edge4,2005-01-17 21:16:13
38,63,type1,type1,edge2,2005-01-17 21:16:46
13,182,type1,type2,edge1,2005-01-17 21:17:43
95,3,type1,type1,edge1,2005-01-17 21:20:56
72,124,type1,type2,edge1,2005-01-17 21:23:48
20,15,type1,type1,edge1,2005-01-17 21:26:35
15,17,type1,type1,edge1,2005-01-17 21:27:21
14,57,type1,type1,edge3,2005-01-17 21:28:12
80,2,type1,type1,edge2,2005-01-17 21:31:20
38,63,type1,type1,edge1,2005-01-17 21:31:25
63,38,type1,type1,edge1,2005-01-17 21:34:31
70,6,type1,type1,edge2,2005-01-17 21:35:45
29,9,type1,type1,edge1,2005-01-17 21:41:49
63,38,type1,type1,edge1,2005-01-17 21:51:13
185,82,type2,type1,edge1,2005-01-17 21:59:17
39,348,type1,type2,edge2,2005-01-17 22:02:17
15,17,type1,type1,edge1,2005-01-17 22:02:28
20,15,type1,type1,edge2,2005-01-17 22:07:24
9,22,type1,type1,edge2,2005-01-17 22:12:17
18,88,type1,type1,edge1,2005-01-17 22:17:22
18,88,type1,type1,edge1,2005-01-17 22:19:41
22,64,type1,type1,edge2,2005-01-17 22:20:54
29,95,type1,type1,edge4,2005-01-17 22:23:10
9,22,type1,type1,edge1,2005-01-17 22:27:30
75,97,type1,type1,edge2,2005-01-17 22:39:43
31,57,type1,type1,edge4,2005-01-17 22:44:10
75,105,type1,type2,edge2,2005-01-17 22:44:27
3,41,type1,type1,edge1,2005-01-17 22:44:33
86,39,type1,type1,edge1,2005-01-17 22:46:52
75,69,type1,type1,edge1,2005-01-17 22:49:06
75,111,type1,type2,edge1,2005-01-17 22:51:55
39,86,type1,type1,edge1,2005-01-17 22:52:12
2,10,type1,type1,edge1,2005-01-17 23:00:39
3,28,type1,type1,edge1,2005-01-17 23:09:57
43,50,type1,type1,edge1,2005-01-17 23:18:19
28,2,type1,type1,edge2,2005-01-17 23:20:09
43,5,type1,type1,edge1,2005-01-17 23:27:08
17,73,type1,type1,edge2,2005-01-17 23:27:31
70,6,type1,type1,edge1,2005-01-17 23:31:27
73,2,type1,type1,edge1,2005-01-17 23:32:54
72,124,type1,type2,edge1,2005-01-17 23:46:02
21,10,type1,type1,edge3,2005-01-17 23:46:50
80,2,type1,type1,edge1,2005-01-17 23:48:05
80,2,type1,type1,edge1,2005-01-17 23:56:55
3,34,type1,type1,edge1,2005-01-17 23:59:49
2,80,type1,type1,edge1,2005-01-18 00:00:48
6,70,type1,type1,edge4,2005-01-18 00:04:11
97,75,type1,type1,edge2,2005-01-18 00:04:24
76,43,type1,type1,edge2,2005-01-18 00:06:30
